pidlink,sex,age
036111104,1.0,20.0
036111105,1.0,17.0
036113103,3.0,17.0
036113202,3.0,36.0
036113304,1.0,19.0
036113305,1.0,16.0
036120001,1.0,62.0
036120002,3.0,54.0
036120003,1.0,31.0
036120004,1.0,22.0
036120006,1.0,39.0
036125102,3.0,29.0
036130001,1.0,49.0
036130002,3.0,44.0
036130003,1.0,20.0
036130004,1.0,17.0
036140001,1.0,57.0
036140002,3.0,51.0
036140003,1.0,27.0
036140004,3.0,25.0
036140006,1.0,19.0
036140008,3.0,15.0
036144102,3.0,26.0
036170001,1.0,73.0
036170002,3.0,63.0
036180002,3.0,87.0
036180003,3.0,57.0
036190001,1.0,55.0
036190002,3.0,54.0
036190003,3.0,24.0
036190004,1.0,23.0
036190005,3.0,21.0
036190007,1.0,19.0
036195101,1.0,32.0
036195201,1.0,31.0
036200001,1.0,63.0
036200002,3.0,58.0
036200004,3.0,33.0
036200005,3.0,31.0
036200007,3.0,77.0
036203102,1.0,45.0
036203103,1.0,15.0
036203104,1.0,15.0
036204204,1.0,37.0
037010001,3.0,73.0
037010002,3.0,47.0
037010003,1.0,49.0
037010006,3.0,17.0
037020001,1.0,55.0
037020003,3.0,32.0
037020004,1.0,29.0
037020005,3.0,27.0
037020006,1.0,22.0
037020009,1.0,36.0
037024102,3.0,54.0
037024202,1.0,33.0
037030001,1.0,62.0
037030002,3.0,60.0
037030003,1.0,27.0
037030004,3.0,25.0
037030006,1.0,35.0
037034302,3.0,37.0
037060002,3.0,35.0
037060003,3.0,31.0
037060004,1.0,51.0
037060006,3.0,79.0
037060007,1.0,15.0
037060008,1.0,42.0
037070002,3.0,73.0
037070003,3.0,72.0
037070004,1.0,39.0
037070006,3.0,44.0
037070009,3.0,21.0
037070010,3.0,18.0
037070011,1.0,16.0
037074102,3.0,51.0
037074104,1.0,24.0
037074105,3.0,19.0
037075102,3.0,24.0
037080001,1.0,64.0
037080002,3.0,57.0
037080004,3.0,32.0
037080005,3.0,28.0
037080006,1.0,25.0
037084101,1.0,39.0
037085101,1.0,32.0
037090001,1.0,55.0
037090002,3.0,52.0
037090003,3.0,28.0
037090005,3.0,22.0
037094102,1.0,30.0
037100001,3.0,79.0
037100002,1.0,50.0
037100003,1.0,45.0
037100004,3.0,47.0
037100005,3.0,20.0
037100006,1.0,17.0
037100009,3.0,45.0
037110001,1.0,56.0
037110002,3.0,56.0
037110003,3.0,35.0
037110004,3.0,33.0
037113102,1.0,40.0
037113103,1.0,15.0
037114101,1.0,34.0
037120002,3.0,62.0
037120003,3.0,43.0
037120004,3.0,37.0
037120005,1.0,35.0
037120006,1.0,34.0
037120007,3.0,32.0
037120008,1.0,46.0
037120009,1.0,21.0
037120010,3.0,18.0
037123106,1.0,15.0
037124102,3.0,32.0
037124201,1.0,41.0
037170001,1.0,59.0
037170002,3.0,58.0
037170003,3.0,33.0
037174101,1.0,36.0
037180001,1.0,54.0
037180002,3.0,53.0
037180003,1.0,29.0
037180004,1.0,27.0
037180005,3.0,25.0
037185102,3.0,28.0
037185202,3.0,24.0
037190001,3.0,57.0
037190002,1.0,42.0
037190005,1.0,30.0
037190006,3.0,28.0
037190007,3.0,22.0
037190009,1.0,15.0
037190011,1.0,25.0
037193105,3.0,38.0
037193106,3.0,17.0
037193107,1.0,15.0
037194101,1.0,32.0
037200001,1.0,67.0
037200006,1.0,21.0
037200007,3.0,18.0
038010003,1.0,45.0
038010004,3.0,43.0
038010006,3.0,35.0
038010007,3.0,20.0
038010008,1.0,40.0
038013102,3.0,43.0
038014104,1.0,22.0
038014201,1.0,35.0
038020003,3.0,44.0
038023102,1.0,49.0
038030001,1.0,61.0
038030002,3.0,61.0
038030003,1.0,35.0
038030004,1.0,31.0
038030005,3.0,28.0
038030006,3.0,25.0
038034102,3.0,33.0
038034203,1.0,29.0
038040003,1.0,45.0
038040005,3.0,38.0
038040006,3.0,20.0
038040007,1.0,17.0
038040011,1.0,32.0
038050001,1.0,79.0
038050002,3.0,75.0
038060002,3.0,56.0
038060004,3.0,28.0
038060005,3.0,25.0
038060008,1.0,30.0
038065103,1.0,31.0
038090001,1.0,77.0
038090003,3.0,44.0
038093102,1.0,48.0
038093103,3.0,17.0
038100001,1.0,72.0
038100002,3.0,62.0
038100005,3.0,35.0
038100006,1.0,28.0
038104102,3.0,28.0
038105101,1.0,36.0
038110001,1.0,55.0
038110002,3.0,55.0
038110003,3.0,27.0
038110004,1.0,26.0
038110005,3.0,46.0
038110007,3.0,70.0
038110008,1.0,34.0
038114102,1.0,30.0
038114105,1.0,45.0
038114202,3.0,27.0
038120003,3.0,57.0
038120008,1.0,42.0
038120009,3.0,42.0
038120011,1.0,54.0
038120013,1.0,37.0
038120014,3.0,34.0
038120015,3.0,26.0
038120018,1.0,38.0
038121105,1.0,17.0
038125102,3.0,37.0
038125202,3.0,34.0
038125301,1.0,34.0
038130001,1.0,65.0
038130002,3.0,65.0
038130003,1.0,39.0
038130004,1.0,36.0
038130005,3.0,33.0
038134102,3.0,43.0
038140002,3.0,58.0
038140003,1.0,41.0
038140004,3.0,39.0
038140005,3.0,34.0
038140006,3.0,32.0
038140007,1.0,27.0
038140008,3.0,24.0
038140014,3.0,24.0
038143101,1.0,40.0
038143103,3.0,19.0
038144102,3.0,30.0
038150001,1.0,67.0
038150002,3.0,59.0
038150003,3.0,37.0
038150004,1.0,41.0
038160001,1.0,57.0
038160002,3.0,57.0
038160003,1.0,30.0
038160005,3.0,45.0
038164102,3.0,28.0
038164301,1.0,46.0
038164304,1.0,15.0
038164305,3.0,15.0
038170001,1.0,51.0
038170002,3.0,50.0
038170003,1.0,25.0
038170004,1.0,23.0
038170005,3.0,42.0
038180002,3.0,66.0
038180003,1.0,45.0
038180004,3.0,41.0
038180006,1.0,36.0
038180007,1.0,29.0
038180008,3.0,16.0
038180011,3.0,83.0
038180012,3.0,34.0
038184102,3.0,45.0
038185101,1.0,45.0
038190001,3.0,49.0
038190002,1.0,29.0
038190003,3.0,27.0
038190004,1.0,26.0
038195102,3.0,27.0
038200001,1.0,72.0
038200003,1.0,41.0
038200004,3.0,37.0
038200005,1.0,36.0
038200006,1.0,36.0
038200012,1.0,37.0
038205102,3.0,30.0
038205202,3.0,31.0
038205302,3.0,28.0
039010001,1.0,61.0
039010002,3.0,59.0
039010003,3.0,39.0
039010004,3.0,36.0
039010005,3.0,28.0
039010006,1.0,27.0
039010007,1.0,40.0
039014101,1.0,42.0
039014103,1.0,15.0
039015102,3.0,19.0
039020001,3.0,69.0
039020002,1.0,42.0
039020003,3.0,37.0
039024102,3.0,39.0
039030003,1.0,32.0
039031107,3.0,30.0
039041103,1.0,17.0
039050002,3.0,62.0
039050004,1.0,35.0
039050006,1.0,26.0
039050008,1.0,34.0
039054102,3.0,25.0
039055102,3.0,29.0
039060001,1.0,72.0
039060002,3.0,69.0
039060003,1.0,39.0
039060004,1.0,33.0
039063104,3.0,31.0
039070001,1.0,55.0
039070002,3.0,55.0
039070003,3.0,30.0
039070004,1.0,22.0
039070005,3.0,75.0
039074102,1.0,32.0
039080001,1.0,71.0
039080002,3.0,62.0
039080003,3.0,45.0
039080004,3.0,39.0
039080006,1.0,30.0
039080007,1.0,23.0
039080008,1.0,44.0
039083101,1.0,44.0
039083103,3.0,19.0
039083104,1.0,16.0
039084102,3.0,31.0
039090001,3.0,67.0
039090002,3.0,35.0
039090006,1.0,67.0
039090009,1.0,35.0
039100002,3.0,42.0
039100003,1.0,21.0
039100004,3.0,38.0
039100005,3.0,36.0
039100006,3.0,31.0
039100007,3.0,29.0
039100008,3.0,69.0
039100010,1.0,72.0
039100011,1.0,37.0
039103105,1.0,38.0
039104103,1.0,17.0
039104104,1.0,15.0
039104203,1.0,38.0
039104303,1.0,30.0
039110003,3.0,38.0
039110004,1.0,31.0
039110006,3.0,45.0
039110008,3.0,18.0
039110009,1.0,20.0
039113203,1.0,48.0
039115102,3.0,30.0
039130001,1.0,50.0
039130002,3.0,42.0
039130003,3.0,21.0
039130004,1.0,19.0
039130005,1.0,17.0
039130007,3.0,72.0
039140001,1.0,55.0
039140002,3.0,49.0
039140003,1.0,28.0
039140005,3.0,17.0
039140006,3.0,27.0
039150001,1.0,66.0
039150002,3.0,60.0
039150004,3.0,39.0
039150005,3.0,33.0
039150006,3.0,30.0
039150007,1.0,26.0
039150010,1.0,38.0
039153102,1.0,41.0
039160007,3.0,28.0
039160011,1.0,28.0
039170001,1.0,52.0
039170002,3.0,50.0
039170004,3.0,23.0
039170006,1.0,26.0
039180001,1.0,64.0
039180002,3.0,57.0
039180004,3.0,34.0
039180009,1.0,35.0
039190001,1.0,71.0
039190002,3.0,69.0
039190003,3.0,39.0
039190004,1.0,15.0
039190005,1.0,15.0
039200001,3.0,65.0
039200002,3.0,31.0
039204101,1.0,42.0
039204202,3.0,24.0
040010002,3.0,45.0
040010004,1.0,19.0
040010005,1.0,85.0
040010008,3.0,25.0
040010009,1.0,23.0
040010011,1.0,27.0
040020001,1.0,57.0
040020003,3.0,37.0
040020005,3.0,33.0
040020006,1.0,45.0
040020007,1.0,38.0
040023102,1.0,39.0
040023202,3.0,44.0
040023203,1.0,18.0
040023204,3.0,15.0
040030002,3.0,59.0
040030003,3.0,41.0
040030005,1.0,36.0
040030006,3.0,32.0
040030007,3.0,31.0
040030008,1.0,27.0
040034101,1.0,41.0
040034202,3.0,34.0
040035102,1.0,39.0
040050001,1.0,57.0
040050002,3.0,52.0
040050003,3.0,29.0
040050004,3.0,26.0
040050006,1.0,33.0
040060001,1.0,45.0
040060002,3.0,41.0
040060004,3.0,19.0
040060006,1.0,23.0
040070001,3.0,47.0
040070002,3.0,25.0
040070003,1.0,18.0
040070004,1.0,45.0
040075101,1.0,24.0
040080002,3.0,41.0
040080003,1.0,20.0
040080004,1.0,16.0
040080008,1.0,51.0
040090003,1.0,35.0
040090005,3.0,32.0
040100001,1.0,58.0
040100002,3.0,50.0
040100003,3.0,29.0
040100004,3.0,25.0
040100005,3.0,20.0
040100007,1.0,35.0
040100008,1.0,29.0
040110002,3.0,49.0
040110004,1.0,26.0
040140001,1.0,40.0
040140010,3.0,52.0
040140011,1.0,15.0
040143111,3.0,35.0
040150002,3.0,47.0
040150003,1.0,45.0
040150004,3.0,42.0
040150006,1.0,49.0
040150009,3.0,40.0
040150010,1.0,19.0
040154101,1.0,48.0
040154103,1.0,16.0
040170002,3.0,52.0
040170003,1.0,68.0
040180002,1.0,47.0
040180003,3.0,41.0
040180004,1.0,50.0
040183102,3.0,42.0
040183104,1.0,15.0
040190001,1.0,55.0
040190002,3.0,51.0
040190003,3.0,30.0
040190004,3.0,28.0
040190006,1.0,51.0
040194201,1.0,29.0
040195101,1.0,37.0
040200001,1.0,67.0
040200002,3.0,60.0
040200003,1.0,40.0
040200004,3.0,36.0
040200005,1.0,39.0
040204102,3.0,34.0
040230001,1.0,56.0
040230002,3.0,50.0
040230003,1.0,32.0
040230004,3.0,29.0
040230007,1.0,31.0
040231102,3.0,55.0
040231103,1.0,30.0
040231106,1.0,23.0
040234101,1.0,41.0
040234202,3.0,30.0
040235102,3.0,29.0
040250002,3.0,44.0
040250003,3.0,40.0
040250004,1.0,42.0
040250005,1.0,18.0
040250009,1.0,41.0
040255102,3.0,16.0
040260001,1.0,64.0
040260002,3.0,61.0
040260003,1.0,40.0
040260004,3.0,35.0
040260005,3.0,33.0
040260006,3.0,30.0
040260007,1.0,27.0
040260008,1.0,25.0
040260009,3.0,20.0
040260010,1.0,34.0
040261102,3.0,35.0
040261103,3.0,17.0
040263102,1.0,38.0
040264101,1.0,34.0
040270001,1.0,54.0
040270002,3.0,48.0
040270003,3.0,26.0
040270004,1.0,20.0
040280003,3.0,51.0
040280004,1.0,47.0
040280005,1.0,51.0
040280006,3.0,23.0
040280008,1.0,20.0
040280009,1.0,16.0
040410002,3.0,43.0
040410003,1.0,43.0
040410004,1.0,19.0
041010001,1.0,66.0
041010002,3.0,57.0
041010003,1.0,39.0
041010004,1.0,33.0
041010005,3.0,32.0
041010006,3.0,29.0
041010007,3.0,20.0
041010008,1.0,17.0
041013102,3.0,33.0
041014101,1.0,42.0
041014201,1.0,34.0
041015102,3.0,29.0
041015201,1.0,28.0
041030001,1.0,65.0
041030002,3.0,65.0
041030004,3.0,34.0
041030005,3.0,32.0
041030006,3.0,30.0
041030007,1.0,36.0
041034201,1.0,35.0
041035101,1.0,34.0
041040003,1.0,38.0
041040004,3.0,35.0
041060001,1.0,56.0
041060002,3.0,49.0
041060003,1.0,31.0
041060004,3.0,29.0
041060005,3.0,22.0
041060006,3.0,16.0
041060007,1.0,19.0
041064102,3.0,29.0
041064201,1.0,33.0
041070001,1.0,47.0
041070003,3.0,44.0
041070004,1.0,54.0
041070005,1.0,24.0
041090001,1.0,44.0
041090002,3.0,42.0
041090003,1.0,25.0
041090004,1.0,21.0
041094108,3.0,17.0
041100001,1.0,61.0
041100002,3.0,49.0
041100003,3.0,33.0
041100004,1.0,29.0
041100005,1.0,25.0
041100006,3.0,74.0
041100007,1.0,20.0
041101101,1.0,41.0
041101103,3.0,15.0
041104102,3.0,28.0
041105102,3.0,24.0
041105202,3.0,17.0
041110001,1.0,60.0
041110004,1.0,30.0
041110005,3.0,28.0
041110006,1.0,23.0
041114101,1.0,33.0
041115102,3.0,23.0
041120001,1.0,43.0
041120002,3.0,41.0
041120003,3.0,22.0
041125101,1.0,24.0
041130002,3.0,63.0
041130003,3.0,41.0
041130004,1.0,39.0
041130005,3.0,34.0
041130006,3.0,31.0
041130007,1.0,30.0
041130008,1.0,29.0
041130009,3.0,23.0
041132101,1.0,40.0
041133102,3.0,35.0
041133103,3.0,18.0
041133206,3.0,27.0
041135101,1.0,28.0
041135502,1.0,27.0
041140001,1.0,47.0
041140002,3.0,44.0
041140003,3.0,26.0
041140004,3.0,19.0
041160002,3.0,94.0
041160003,3.0,46.0
041160004,1.0,39.0
041160005,1.0,18.0
041164102,3.0,31.0
041170001,1.0,57.0
041170002,3.0,55.0
041170003,3.0,38.0
041170004,3.0,34.0
041170005,1.0,32.0
041170006,1.0,32.0
041170009,1.0,38.0
041170010,1.0,19.0
041171105,1.0,40.0
041175102,3.0,27.0
041180001,3.0,62.0
041180002,1.0,32.0
041180003,1.0,43.0
041180004,3.0,38.0
041180005,3.0,18.0
041184102,3.0,29.0
041185101,1.0,24.0
041190001,1.0,53.0
041190002,3.0,48.0
041190003,1.0,29.0
041190004,1.0,22.0
041195102,3.0,23.0
041200001,1.0,71.0
041200002,3.0,72.0
041200004,3.0,42.0
041200005,1.0,23.0
041200006,1.0,16.0
041210001,1.0,88.0
041210002,3.0,67.0
041210003,1.0,34.0
041210004,3.0,31.0
041210005,3.0,28.0
041214102,3.0,29.0
041214201,1.0,41.0
041214301,1.0,34.0
041215102,3.0,22.0
041220001,1.0,47.0
041220002,3.0,43.0
041220003,1.0,26.0
041220004,3.0,19.0
041220006,1.0,20.0
041225102,3.0,28.0
041240002,3.0,54.0
041240004,1.0,28.0
041240006,1.0,18.0
041245102,3.0,25.0
041250001,1.0,71.0
041250002,3.0,66.0
041250003,1.0,36.0
041250004,3.0,36.0
041250005,1.0,32.0
041250006,1.0,24.0
041253102,3.0,33.0
041253203,3.0,17.0
041255102,3.0,27.0
041255202,3.0,22.0
041270001,1.0,49.0
041270002,3.0,46.0
041270003,3.0,25.0
041270004,3.0,24.0
041270005,1.0,27.0
041275102,1.0,30.0
041280001,1.0,63.0
041280002,3.0,54.0
041280003,1.0,36.0
041280004,3.0,29.0
041285102,3.0,30.0
041285201,1.0,29.0
041290002,1.0,77.0
041290003,3.0,67.0
041290004,1.0,53.0
041290005,3.0,40.0
041290006,3.0,15.0
041300001,1.0,75.0
041300002,3.0,64.0
041300003,3.0,41.0
041410001,1.0,52.0
041410002,3.0,45.0
041410003,3.0,28.0
041410004,3.0,22.0
041415101,1.0,35.0
041415201,1.0,29.0
041420001,3.0,76.0
041420002,3.0,38.0
041420003,3.0,34.0
041420004,1.0,42.0
041420006,3.0,15.0
041421103,3.0,20.0
041421201,1.0,40.0
041421203,1.0,18.0
041425301,1.0,38.0
041430001,1.0,59.0
041430002,3.0,57.0
041430003,3.0,35.0
041430004,1.0,32.0
041430005,1.0,25.0
041430006,3.0,30.0
041435102,3.0,25.0
041435201,1.0,42.0
041440001,1.0,60.0
041440002,3.0,77.0
041440003,1.0,51.0
041440004,3.0,37.0
041440005,1.0,31.0
041440006,3.0,48.0
041440008,1.0,88.0
041440009,3.0,25.0
041440010,3.0,23.0
041440011,3.0,22.0
041440012,1.0,64.0
041440013,3.0,29.0
041441202,3.0,58.0
041442108,1.0,15.0
041443101,1.0,39.0
041443103,1.0,16.0
041445202,1.0,37.0
041445301,1.0,29.0
041445401,1.0,30.0
041450001,1.0,43.0
041450002,3.0,38.0
041450008,1.0,54.0
041455102,3.0,46.0
042010001,1.0,49.0
042010002,3.0,49.0
042010003,3.0,26.0
042010005,1.0,33.0
042020001,1.0,71.0
042020004,1.0,39.0
042020005,3.0,36.0
042020006,3.0,35.0
042020007,3.0,34.0
042020009,1.0,30.0
042020010,3.0,28.0
042020011,1.0,26.0
042020012,1.0,23.0
042020013,1.0,39.0
042023103,1.0,15.0
042024102,3.0,38.0
042024203,1.0,36.0
042024302,1.0,31.0
042025101,1.0,31.0
042025202,3.0,28.0
042030001,1.0,76.0
042030002,3.0,64.0
042030003,3.0,32.0
042030004,1.0,29.0
042030005,3.0,37.0
042030006,1.0,41.0
042033203,3.0,15.0
042034101,1.0,36.0
042035102,3.0,25.0
042040002,3.0,64.0
042040003,1.0,36.0
042040005,3.0,33.0
042040006,1.0,29.0
042040007,3.0,35.0
042040008,3.0,16.0
042040009,3.0,15.0
042040011,3.0,23.0
042050002,3.0,76.0
042050007,1.0,55.0
042050008,3.0,52.0
042053105,1.0,49.0
042060002,3.0,73.0
042060003,3.0,42.0
042060004,3.0,39.0
042060005,3.0,36.0
042060007,3.0,26.0
042060009,1.0,53.0
042060010,1.0,16.0
042060011,3.0,51.0
042060013,1.0,18.0
042060014,3.0,15.0
042064203,1.0,32.0
042070002,3.0,77.0
042070003,3.0,28.0
042070006,1.0,50.0
042070007,3.0,46.0
042074102,1.0,30.0
042080001,1.0,52.0
042080002,3.0,51.0
042080003,1.0,27.0
042080004,1.0,20.0
042090001,1.0,79.0
042090002,3.0,61.0
042090003,3.0,29.0
042091105,1.0,36.0
042095101,1.0,30.0
042100001,1.0,64.0
042100002,3.0,57.0
042100003,1.0,34.0
042100005,1.0,27.0
042100006,3.0,22.0
042103104,3.0,30.0
042110004,1.0,69.0
042110005,3.0,19.0
042120001,1.0,47.0
042120002,3.0,45.0
042120003,3.0,30.0
042120004,3.0,24.0
042120005,3.0,23.0
042124101,1.0,36.0
042124203,1.0,32.0
042125102,1.0,24.0
042130001,1.0,54.0
042130002,3.0,52.0
042130004,1.0,29.0
042130005,1.0,26.0
042130006,1.0,23.0
042130007,3.0,21.0
042130010,3.0,22.0
042134102,3.0,33.0
042135102,3.0,21.0
042135201,1.0,24.0
042140001,1.0,50.0
042140002,3.0,42.0
042140003,3.0,27.0
042140004,1.0,25.0
042144102,3.0,37.0
042144201,1.0,32.0
042144303,3.0,24.0
042150001,1.0,53.0
042150002,3.0,42.0
042150004,3.0,36.0
042150005,3.0,37.0
042150006,3.0,35.0
042150007,3.0,33.0
042150008,1.0,43.0
042150009,1.0,42.0
042150010,1.0,43.0
042150011,1.0,39.0
042150012,1.0,38.0
042150013,1.0,35.0
042150014,1.0,35.0
042150026,1.0,38.0
042150034,3.0,35.0
042152103,3.0,34.0
042153103,1.0,17.0
042153201,1.0,45.0
042153301,1.0,42.0
042153402,3.0,40.0
042153403,3.0,18.0
042153404,3.0,15.0
042153504,3.0,38.0
042153605,3.0,37.0
042153606,1.0,15.0
042153803,3.0,29.0
042160001,1.0,57.0
042160003,1.0,40.0
042160005,3.0,35.0
042160007,3.0,16.0
042170001,1.0,69.0
042170002,3.0,65.0
042170003,3.0,44.0
042170004,1.0,41.0
042170005,3.0,31.0
042170006,1.0,25.0
042170008,3.0,37.0
042172103,3.0,20.0
042173101,1.0,42.0
042173104,3.0,15.0
042173201,1.0,40.0
042175102,3.0,25.0
042180001,1.0,74.0
042180003,1.0,44.0
042180004,1.0,41.0
042180005,1.0,38.0
042180008,3.0,33.0
042180010,3.0,39.0
042180011,3.0,21.0
042180012,3.0,37.0
042180013,1.0,16.0
042180014,3.0,35.0
042180017,3.0,45.0
042180018,1.0,49.0
042183104,3.0,20.0
042184201,1.0,35.0
042190001,1.0,93.0
042190002,3.0,73.0
042190003,1.0,42.0
042190004,3.0,29.0
042193102,3.0,34.0
042195101,1.0,33.0
042200001,1.0,52.0
042200002,3.0,47.0
042200003,1.0,35.0
042200004,3.0,26.0
042200005,1.0,24.0
042200006,1.0,30.0
042204104,3.0,35.0
042220001,3.0,61.0
042220002,1.0,43.0
042220003,1.0,37.0
042220004,1.0,34.0
042220005,1.0,34.0
042220006,3.0,34.0
042220008,3.0,50.0
042222102,3.0,49.0
042223203,3.0,34.0
042225102,3.0,35.0
042230002,3.0,64.0
042230004,3.0,30.0
042230005,3.0,27.0
042230006,1.0,24.0
042230007,1.0,22.0
042234101,1.0,31.0
042234202,3.0,20.0
042235101,1.0,29.0
042235202,3.0,21.0
042240001,3.0,84.0
042240002,1.0,60.0
042240003,3.0,50.0
042240004,1.0,55.0
042240005,3.0,21.0
042250001,1.0,49.0
042250002,3.0,39.0
042250003,3.0,23.0
042255101,1.0,26.0
042260001,1.0,58.0
042260002,3.0,55.0
042260003,3.0,31.0
042260004,3.0,30.0
042260005,3.0,27.0
042260006,3.0,25.0
042260007,1.0,21.0
042263103,1.0,46.0
042264202,1.0,33.0
042270002,3.0,91.0
042270003,1.0,38.0
042280001,1.0,54.0
042280002,3.0,56.0
042280003,1.0,29.0
042280004,1.0,27.0
042280005,3.0,24.0
042280006,3.0,15.0
042280008,3.0,24.0
042284103,3.0,26.0
042290003,1.0,45.0
042290004,3.0,41.0
042290005,1.0,24.0
042300002,3.0,48.0
042300003,3.0,27.0
042300004,1.0,22.0
042300005,3.0,19.0
042300007,1.0,32.0
043010001,1.0,49.0
043010003,3.0,26.0
043010004,3.0,20.0
043010005,1.0,16.0
043010006,3.0,31.0
043014103,1.0,26.0
043015101,1.0,23.0
043020003,1.0,48.0
043020004,3.0,42.0
043020006,1.0,22.0
043020010,3.0,20.0
043030001,1.0,67.0
043030002,3.0,56.0
043030003,1.0,37.0
043030004,3.0,33.0
043030005,1.0,32.0
043030006,3.0,23.0
043030008,1.0,18.0
043033102,3.0,36.0
043033104,3.0,16.0
043033201,1.0,35.0
043034102,3.0,25.0
043035101,1.0,25.0
043040001,1.0,56.0
043040002,3.0,52.0
043060001,1.0,67.0
043060002,3.0,62.0
043060004,1.0,31.0
043060005,3.0,26.0
043060006,3.0,23.0
043060008,1.0,34.0
043070003,1.0,26.0
043070004,3.0,25.0
043070006,1.0,21.0
043070010,1.0,17.0
043070013,3.0,18.0
043074103,1.0,29.0
043080001,1.0,51.0
043080002,3.0,45.0
043080003,1.0,26.0
043080004,1.0,20.0
043085102,3.0,22.0
043090001,1.0,54.0
043090003,3.0,31.0
043090005,1.0,26.0
043090007,1.0,15.0
043090009,3.0,36.0
043094103,1.0,37.0
043100001,1.0,42.0
043100002,3.0,41.0
043100003,1.0,27.0
043100004,1.0,24.0
043100005,3.0,21.0
043100006,1.0,16.0
043104102,3.0,26.0
043105101,1.0,21.0
043110001,1.0,52.0
043110003,3.0,32.0
043110005,1.0,17.0
043110006,3.0,41.0
043113103,1.0,43.0
043120001,1.0,45.0
043120002,3.0,38.0
043120003,3.0,23.0
043120004,3.0,21.0
043120005,1.0,39.0
043120007,1.0,15.0
043120009,1.0,27.0
043123104,3.0,35.0
043123105,1.0,15.0
043130001,1.0,50.0
043130002,3.0,42.0
043130003,3.0,26.0
043130004,1.0,23.0
043130005,3.0,71.0
043134101,1.0,25.0
043135102,3.0,22.0
043140002,3.0,46.0
043140003,3.0,28.0
043140004,1.0,26.0
043140005,1.0,24.0
043140008,1.0,43.0
043140012,1.0,46.0
043140015,1.0,45.0
043150003,3.0,41.0
043150006,3.0,29.0
043150007,3.0,27.0
043150013,1.0,52.0
043150014,3.0,44.0
043154201,1.0,34.0
043154301,1.0,30.0
043160001,1.0,74.0
043160002,3.0,49.0
043160004,3.0,33.0
043160005,3.0,76.0
043160006,3.0,18.0
043161104,3.0,54.0
043161105,1.0,20.0
043161106,3.0,16.0
043164102,3.0,24.0
043165103,1.0,30.0
043165203,1.0,21.0
043170002,3.0,46.0
043170003,3.0,28.0
043170005,3.0,23.0
043170006,3.0,21.0
043170007,3.0,16.0
043170008,1.0,51.0
043170010,3.0,17.0
043170012,1.0,25.0
043174101,1.0,32.0
043175101,1.0,20.0
043180001,1.0,52.0
043180006,1.0,20.0
043190001,1.0,71.0
043190002,3.0,52.0
043190004,3.0,35.0
043190005,1.0,31.0
043190006,1.0,26.0
043190007,3.0,24.0
043190011,1.0,39.0
043192103,3.0,16.0
043194102,3.0,27.0
043194201,1.0,26.0
043195102,3.0,26.0
043200001,1.0,75.0
043200003,3.0,42.0
043200004,1.0,39.0
043200006,3.0,35.0
043200012,3.0,23.0
043200014,1.0,21.0
043200015,1.0,34.0
043200016,3.0,32.0
043200017,3.0,30.0
043200018,3.0,28.0
043200020,3.0,17.0
043200028,1.0,33.0
043200029,3.0,33.0
043203102,3.0,51.0
043203109,3.0,22.0
043203110,3.0,19.0
043203111,1.0,16.0
043205201,1.0,40.0
043210001,1.0,54.0
043210002,3.0,51.0
043210004,1.0,32.0
043210005,3.0,30.0
043210006,1.0,27.0
043210007,1.0,24.0
043215102,3.0,26.0
043215202,3.0,23.0
043220002,3.0,79.0
043220003,1.0,45.0
043220004,3.0,38.0
043220006,1.0,34.0
043220008,3.0,37.0
043223101,1.0,40.0
043224102,3.0,35.0
043224103,1.0,15.0
043230002,3.0,86.0
043230003,1.0,42.0
043230004,3.0,40.0
043230005,1.0,18.0
043234102,1.0,61.0
043234103,3.0,50.0
043234104,1.0,24.0
043234105,1.0,21.0
043234106,3.0,17.0
043234107,1.0,22.0
043234109,1.0,15.0
043240003,3.0,64.0
043240005,1.0,47.0
043240006,3.0,44.0
043240008,3.0,35.0
043240012,3.0,21.0
043240013,1.0,37.0
043240014,3.0,15.0
043242102,3.0,56.0
043243103,1.0,15.0
043250001,1.0,76.0
043250002,3.0,74.0
043250003,3.0,41.0
043250004,1.0,41.0
043250005,3.0,38.0
043250006,1.0,34.0
043250007,1.0,31.0
043250008,1.0,30.0
043250009,1.0,44.0
043250011,3.0,50.0
043250012,1.0,17.0
043253104,3.0,39.0
043253105,3.0,16.0
043254102,3.0,32.0
043254203,3.0,27.0
043255202,1.0,36.0
043255302,3.0,25.0
043260001,1.0,69.0
043260002,3.0,66.0
043260003,1.0,44.0
043260004,1.0,44.0
043260005,3.0,42.0
043260006,3.0,27.0
043260007,3.0,44.0
043260010,3.0,20.0
043260011,3.0,15.0
043260012,3.0,32.0
043260013,1.0,30.0
043263101,1.0,44.0
043264202,3.0,39.0
043264203,3.0,16.0
043264204,1.0,15.0
043270003,3.0,49.0
043270004,1.0,54.0
043270005,3.0,52.0
043270007,1.0,25.0
043270008,1.0,23.0
043270010,3.0,24.0
043270011,1.0,59.0
043270012,1.0,16.0
043270013,3.0,28.0
043271103,1.0,34.0
043271106,1.0,28.0
043275201,1.0,34.0
043280001,3.0,63.0
043280003,3.0,32.0
043280004,1.0,47.0
043280005,3.0,20.0
043280006,1.0,18.0
043280008,3.0,15.0
043280009,1.0,33.0
043290001,1.0,48.0
043290002,3.0,45.0
043290005,1.0,15.0
043300002,3.0,68.0
043300003,3.0,40.0
