pidlink,sex,age
278030006,3.0,37.0
278031102,3.0,69.0
278031103,1.0,34.0
278031104,3.0,32.0
278031107,3.0,29.0
278033102,3.0,41.0
278033103,1.0,16.0
278035102,3.0,30.0
278035201,1.0,34.0
278040001,1.0,53.0
278040002,3.0,44.0
278040003,1.0,23.0
278060001,1.0,68.0
278060002,3.0,67.0
278060003,1.0,43.0
278060004,1.0,39.0
278060005,1.0,35.0
278060009,3.0,39.0
278060010,3.0,19.0
278060014,3.0,17.0
278060015,3.0,29.0
278060016,1.0,33.0
278063102,3.0,37.0
278063103,1.0,17.0
278063206,1.0,44.0
278063208,1.0,20.0
278065102,3.0,34.0
278065202,3.0,30.0
278070001,1.0,65.0
278070004,3.0,33.0
278070005,1.0,44.0
278073102,3.0,43.0
278080001,1.0,56.0
278080002,3.0,52.0
278080003,3.0,27.0
278080004,1.0,23.0
278080005,3.0,50.0
278080007,1.0,16.0
278083101,1.0,55.0
278090003,3.0,47.0
278090006,1.0,49.0
278090007,1.0,31.0
278090008,1.0,30.0
278090009,3.0,21.0
278090012,3.0,31.0
278100002,3.0,71.0
278100003,1.0,43.0
278100004,1.0,36.0
278100006,3.0,27.0
278103102,3.0,39.0
278120003,1.0,47.0
278120004,3.0,46.0
278120005,3.0,43.0
278120006,1.0,38.0
278120007,3.0,44.0
278120008,3.0,22.0
278120010,3.0,32.0
278123104,1.0,19.0
278123201,1.0,45.0
278123203,3.0,19.0
278123204,1.0,15.0
278124101,1.0,57.0
278124103,1.0,17.0
278150002,3.0,64.0
278150008,3.0,50.0
278153301,1.0,52.0
278153304,3.0,18.0
278153305,1.0,16.0
278154101,1.0,38.0
278160002,1.0,43.0
278160003,3.0,42.0
278160004,1.0,17.0
278180001,3.0,39.0
278180003,3.0,18.0
278185103,1.0,19.0
278200001,1.0,52.0
278200002,3.0,46.0
278200003,1.0,24.0
278200006,1.0,16.0
279010002,1.0,46.0
279010003,1.0,46.0
279010004,3.0,42.0
279010005,1.0,17.0
279010006,1.0,15.0
279020001,1.0,71.0
279020003,1.0,27.0
279030002,3.0,66.0
279030003,1.0,45.0
279030004,1.0,36.0
279030005,1.0,36.0
279030006,3.0,32.0
279030007,1.0,29.0
279030008,3.0,25.0
279030009,3.0,31.0
279033205,3.0,22.0
279035101,1.0,25.0
279040001,1.0,72.0
279040003,1.0,39.0
279040004,3.0,37.0
279040005,1.0,34.0
279040006,3.0,21.0
279043101,1.0,44.0
279050001,1.0,53.0
279050002,3.0,49.0
279050003,3.0,28.0
279050004,3.0,23.0
279050005,3.0,22.0
279050006,3.0,16.0
279055101,1.0,26.0
279055201,1.0,29.0
279055301,1.0,29.0
279060001,1.0,47.0
279060003,3.0,19.0
279060004,3.0,15.0
279060006,3.0,31.0
279070001,1.0,48.0
279070002,3.0,45.0
279070003,1.0,26.0
279080001,3.0,79.0
279090002,3.0,63.0
279090003,3.0,39.0
279090005,3.0,27.0
279090006,3.0,23.0
279090007,3.0,54.0
279092103,1.0,29.0
279095101,1.0,30.0
279095201,1.0,34.0
279100001,1.0,71.0
279100002,3.0,46.0
279100003,3.0,33.0
279100004,1.0,29.0
279100005,1.0,21.0
279100006,3.0,23.0
279100008,3.0,16.0
279105102,3.0,27.0
279110001,3.0,61.0
279110003,3.0,37.0
279110004,1.0,34.0
279110005,1.0,33.0
279110006,3.0,30.0
279110007,3.0,28.0
279114103,1.0,34.0
279114202,3.0,31.0
279115101,1.0,29.0
279115201,1.0,31.0
279120002,3.0,67.0
279120003,3.0,38.0
279120005,3.0,30.0
279120006,3.0,42.0
279120008,1.0,18.0
279120011,1.0,15.0
279120014,1.0,43.0
279121102,3.0,61.0
279121103,1.0,24.0
279121104,3.0,18.0
279123203,1.0,49.0
279125101,1.0,26.0
279130002,3.0,55.0
279130003,3.0,35.0
279130004,3.0,32.0
279130005,3.0,30.0
279130006,1.0,27.0
279130007,3.0,24.0
279130008,1.0,20.0
279130009,3.0,17.0
279130010,1.0,37.0
279130011,1.0,15.0
279130012,3.0,23.0
279135201,1.0,32.0
279140001,3.0,53.0
279140002,1.0,37.0
279140003,3.0,36.0
279140004,1.0,16.0
279143101,1.0,69.0
279150002,3.0,87.0
279150003,3.0,40.0
279150004,3.0,36.0
279150005,1.0,33.0
279150006,3.0,19.0
279150007,3.0,19.0
279150008,3.0,28.0
279152103,1.0,41.0
279152201,1.0,53.0
279152203,1.0,18.0
279152205,1.0,15.0
279155101,1.0,24.0
279160001,1.0,61.0
279160002,3.0,57.0
279160003,1.0,37.0
279160004,3.0,37.0
279160005,3.0,31.0
279160006,1.0,28.0
279160007,3.0,26.0
279160008,1.0,23.0
279160009,1.0,21.0
279160010,3.0,18.0
279161101,1.0,44.0
279161103,1.0,18.0
279165102,3.0,31.0
279165201,1.0,36.0
279165302,3.0,37.0
279170001,1.0,69.0
279170002,1.0,32.0
279170003,3.0,29.0
279170005,3.0,36.0
279173103,3.0,33.0
279174101,1.0,33.0
279180003,1.0,49.0
279180004,3.0,41.0
279180006,3.0,18.0
279190002,3.0,63.0
279190003,3.0,35.0
279190004,3.0,32.0
279190005,3.0,23.0
279192101,1.0,38.0
279192203,3.0,15.0
279193101,1.0,37.0
279195101,1.0,27.0
279200002,3.0,77.0
279200003,3.0,48.0
279200004,1.0,42.0
279200005,3.0,32.0
279200006,3.0,26.0
279200007,3.0,42.0
279200009,1.0,37.0
279200010,3.0,28.0
279201103,3.0,17.0
279201104,1.0,16.0
279202101,1.0,57.0
279202106,3.0,20.0
279202107,1.0,15.0
279203101,1.0,42.0
279204101,1.0,33.0
279205101,3.0,54.0
279210001,1.0,53.0
279210002,3.0,49.0
279210003,3.0,26.0
279210004,3.0,24.0
279210005,1.0,21.0
279210007,1.0,15.0
279214101,1.0,36.0
279215101,1.0,25.0
279230001,1.0,49.0
279230002,3.0,46.0
279230003,3.0,28.0
279230004,3.0,26.0
279230005,3.0,23.0
279230006,1.0,17.0
279230007,1.0,16.0
279235101,1.0,30.0
279235201,1.0,29.0
279240001,1.0,71.0
279240002,3.0,63.0
279240003,3.0,36.0
279240004,1.0,33.0
279240006,3.0,25.0
279243101,1.0,45.0
279245101,1.0,26.0
279250003,1.0,25.0
279260001,3.0,51.0
279260002,3.0,34.0
279260003,1.0,29.0
279260004,1.0,26.0
279260005,1.0,23.0
279260006,3.0,47.0
279260008,1.0,59.0
279260009,3.0,30.0
279261101,1.0,49.0
279261103,3.0,18.0
279262101,1.0,35.0
279262103,3.0,15.0
279265102,3.0,20.0
279270001,1.0,96.0
279270002,3.0,95.0
279270005,1.0,40.0
279270006,3.0,27.0
279280002,3.0,50.0
279280003,1.0,32.0
279280004,1.0,31.0
279280005,3.0,25.0
279280007,3.0,18.0
279280008,3.0,21.0
279280009,3.0,15.0
279285102,3.0,30.0
279285201,1.0,25.0
279285301,1.0,21.0
279290002,3.0,56.0
279290004,1.0,31.0
279290005,3.0,27.0
279290006,3.0,17.0
279290007,1.0,30.0
279295102,3.0,34.0
279295301,1.0,22.0
279300002,3.0,81.0
279300004,1.0,22.0
280010001,1.0,60.0
280010002,3.0,53.0
280010003,3.0,39.0
280010004,3.0,36.0
280010007,1.0,31.0
280010008,1.0,25.0
280010010,1.0,16.0
280015101,1.0,27.0
280015302,3.0,22.0
280020002,3.0,66.0
280020004,1.0,31.0
280020005,1.0,28.0
280020006,1.0,25.0
280020008,3.0,18.0
280020010,1.0,100.0
280024102,3.0,23.0
280025102,3.0,23.0
280025201,1.0,28.0
280030001,1.0,71.0
280030002,3.0,61.0
280030004,1.0,36.0
280030005,3.0,32.0
280030006,1.0,27.0
280030007,3.0,25.0
280030008,3.0,21.0
280034304,1.0,41.0
280035102,3.0,19.0
280040001,1.0,78.0
280040003,3.0,35.0
280050001,1.0,66.0
280050002,3.0,45.0
280050003,1.0,28.0
280050004,3.0,23.0
280050005,1.0,20.0
280055102,3.0,21.0
280055201,1.0,26.0
280060001,1.0,45.0
280060002,3.0,39.0
280060003,3.0,69.0
280070001,1.0,58.0
280070002,3.0,54.0
280070003,3.0,34.0
280070005,1.0,43.0
280073102,1.0,28.0
280073203,3.0,40.0
280080001,1.0,62.0
280080002,3.0,62.0
280080003,3.0,30.0
280080004,3.0,29.0
280090001,1.0,61.0
280090003,1.0,37.0
280090004,1.0,35.0
280090005,1.0,33.0
280090006,3.0,31.0
280090007,3.0,27.0
280090010,1.0,18.0
280090018,3.0,45.0
280092103,3.0,16.0
280094102,3.0,32.0
280095202,3.0,28.0
280100001,1.0,55.0
280100002,3.0,56.0
280100003,3.0,31.0
280100004,3.0,29.0
280100005,3.0,78.0
280105101,1.0,32.0
280110001,1.0,81.0
280110002,3.0,71.0
280110003,1.0,42.0
280110004,3.0,45.0
280110005,3.0,33.0
280110006,1.0,26.0
280112102,3.0,38.0
280113201,1.0,39.0
280115102,3.0,25.0
280120001,3.0,52.0
280120002,1.0,69.0
280120003,1.0,35.0
280120004,3.0,34.0
280120005,3.0,31.0
280120006,1.0,27.0
280120007,1.0,24.0
280120008,1.0,18.0
280120009,3.0,20.0
280122101,1.0,36.0
280122103,3.0,15.0
280123102,3.0,38.0
280140001,1.0,53.0
280140002,3.0,46.0
280140004,1.0,27.0
280140005,1.0,25.0
280140007,1.0,21.0
280140008,3.0,32.0
280140009,3.0,19.0
280150003,1.0,47.0
280150004,3.0,41.0
280150005,3.0,37.0
280150006,3.0,44.0
280150007,3.0,23.0
280150008,1.0,26.0
280150009,1.0,44.0
280150010,1.0,18.0
280151104,3.0,20.0
280151105,3.0,17.0
280153101,1.0,44.0
280153103,1.0,15.0
280160002,1.0,39.0
280160003,3.0,36.0
280160005,1.0,41.0
280160006,3.0,40.0
280163103,3.0,15.0
280170001,1.0,52.0
280170002,3.0,56.0
280170003,1.0,35.0
280170004,1.0,34.0
280170005,3.0,29.0
280170006,1.0,24.0
280170007,1.0,43.0
280170008,1.0,46.0
280170010,1.0,41.0
280170011,1.0,19.0
280171102,3.0,41.0
280171103,1.0,19.0
280171104,1.0,15.0
280173102,3.0,41.0
280173103,3.0,18.0
280173202,3.0,39.0
280174102,3.0,32.0
280175102,3.0,33.0
280175201,1.0,28.0
280190001,3.0,71.0
280190002,3.0,41.0
280190003,1.0,49.0
280191103,1.0,18.0
280194101,1.0,41.0
280194103,1.0,16.0
280200003,3.0,36.0
280200004,3.0,32.0
280200005,3.0,29.0
280200006,1.0,24.0
280200007,3.0,21.0
280200008,3.0,34.0
280200011,1.0,27.0
280204101,1.0,36.0
280205201,1.0,29.0
280205301,1.0,26.0
280210003,3.0,44.0
280210005,3.0,37.0
280210006,3.0,30.0
280210007,1.0,17.0
280215101,1.0,27.0
280220001,3.0,82.0
280220003,1.0,40.0
280220004,1.0,39.0
280220005,1.0,35.0
280220006,3.0,51.0
280220007,1.0,31.0
280220008,1.0,28.0
280220009,3.0,24.0
280224102,3.0,33.0
280224202,3.0,30.0
280225102,3.0,29.0
280230001,1.0,77.0
280230002,3.0,51.0
280230004,1.0,29.0
280230005,3.0,27.0
280235102,3.0,22.0
280235201,1.0,36.0
280240001,1.0,56.0
280240002,3.0,51.0
280240003,3.0,34.0
280240004,3.0,32.0
280240005,1.0,29.0
280240006,3.0,23.0
280243101,1.0,42.0
280243201,1.0,41.0
280245102,3.0,22.0
280245201,1.0,28.0
280250001,1.0,61.0
280250003,3.0,36.0
280250004,3.0,34.0
280250005,1.0,31.0
280254101,1.0,40.0
280254202,3.0,26.0
280260001,1.0,84.0
280260002,3.0,51.0
280260003,3.0,19.0
280260004,1.0,15.0
280280002,3.0,85.0
280280003,1.0,40.0
280280005,3.0,39.0
280280006,3.0,19.0
280283101,1.0,40.0
280283104,1.0,17.0
280290002,3.0,72.0
280290003,1.0,39.0
280290004,1.0,36.0
280290006,3.0,37.0
280290007,3.0,17.0
280293104,1.0,15.0
280294102,3.0,32.0
280300001,3.0,87.0
280300002,1.0,41.0
280300003,3.0,39.0
280300004,1.0,24.0
280300006,1.0,23.0
280300007,1.0,21.0
280300008,3.0,18.0
280305102,3.0,24.0
280305202,3.0,23.0
281010002,3.0,70.0
281010003,1.0,48.0
281010004,1.0,32.0
281010005,3.0,92.0
281011102,3.0,46.0
281011103,3.0,20.0
281011104,3.0,16.0
281015102,3.0,32.0
281020002,3.0,34.0
281020003,3.0,60.0
281020004,1.0,61.0
281020007,1.0,33.0
281020008,3.0,25.0
281022101,1.0,44.0
281022102,3.0,46.0
281022103,1.0,17.0
281022106,1.0,15.0
281023104,1.0,41.0
281030002,3.0,45.0
281030003,1.0,42.0
281030004,3.0,39.0
281030007,3.0,30.0
281031102,3.0,55.0
281031103,1.0,19.0
281032105,1.0,49.0
281032106,1.0,15.0
281033102,1.0,19.0
281034102,3.0,41.0
281035103,1.0,31.0
281040001,1.0,55.0
281040002,3.0,55.0
281040003,3.0,32.0
281040004,3.0,28.0
281040005,3.0,25.0
281040006,3.0,21.0
281040007,1.0,16.0
281040008,1.0,16.0
281040009,1.0,32.0
281044101,1.0,29.0
281045101,1.0,34.0
281050003,3.0,60.0
281060001,1.0,64.0
281060002,3.0,40.0
281060003,3.0,24.0
281060005,3.0,18.0
281065101,1.0,35.0
281065201,1.0,25.0
281070003,1.0,15.0
281080003,1.0,74.0
281080004,1.0,43.0
281080005,3.0,43.0
281090001,3.0,48.0
281100002,3.0,64.0
281110003,1.0,29.0
281110004,1.0,18.0
281114102,3.0,28.0
281120001,1.0,75.0
281120003,1.0,45.0
281120004,3.0,29.0
281120007,3.0,50.0
281125102,3.0,37.0
281125201,1.0,30.0
281130001,1.0,51.0
281130002,3.0,49.0
281130003,1.0,32.0
281130004,1.0,27.0
281130005,1.0,25.0
281130006,1.0,23.0
281130007,3.0,15.0
281130011,3.0,21.0
281130012,3.0,19.0
281130013,3.0,23.0
281140001,1.0,61.0
281140002,3.0,60.0
281140003,1.0,34.0
281140004,1.0,30.0
281140005,3.0,23.0
281144102,3.0,30.0
281145102,3.0,24.0
281150001,1.0,62.0
281150003,1.0,36.0
281153102,3.0,33.0
281153103,3.0,15.0
281160001,1.0,52.0
281160002,3.0,48.0
281160003,3.0,26.0
281160004,3.0,23.0
281164102,1.0,26.0
281165101,1.0,22.0
281170001,1.0,72.0
281170002,3.0,69.0
281170003,3.0,40.0
281170006,3.0,29.0
281170007,3.0,27.0
281170008,3.0,24.0
281171101,1.0,46.0
281171103,3.0,18.0
281174101,1.0,33.0
281175101,1.0,27.0
281190001,1.0,49.0
281190002,3.0,44.0
281200001,1.0,81.0
281200002,3.0,71.0
281200003,3.0,47.0
281200004,1.0,42.0
282010002,3.0,61.0
282010003,1.0,41.0
282010004,3.0,39.0
282010005,1.0,35.0
282010006,3.0,24.0
282010007,3.0,25.0
282010008,1.0,20.0
282015102,3.0,39.0
282015103,3.0,19.0
282015201,1.0,54.0
282015203,1.0,17.0
282015302,3.0,28.0
282020001,3.0,54.0
282020004,3.0,33.0
282020007,3.0,25.0
282020008,3.0,86.0
282020009,3.0,89.0
282024103,1.0,38.0
282030002,3.0,52.0
282030004,3.0,36.0
282030006,3.0,30.0
282030007,3.0,27.0
282030009,3.0,31.0
282030011,1.0,53.0
282034201,1.0,36.0
282035101,1.0,30.0
282040004,1.0,26.0
282040010,1.0,17.0
282040011,1.0,19.0
282040012,3.0,17.0
282040013,1.0,54.0
282040014,3.0,51.0
282040018,3.0,22.0
282045102,3.0,20.0
282050002,3.0,52.0
282050003,1.0,34.0
282050006,1.0,24.0
282054102,3.0,42.0
282060002,3.0,78.0
282060004,3.0,42.0
282060007,3.0,15.0
282064106,1.0,50.0
282070001,1.0,69.0
282070005,1.0,30.0
282070006,3.0,26.0
282070008,1.0,40.0
282070010,3.0,19.0
282073106,3.0,23.0
282073202,3.0,36.0
282073203,1.0,15.0
282075101,1.0,32.0
282080001,1.0,59.0
282080002,3.0,55.0
282080005,3.0,23.0
282090002,3.0,91.0
282090003,1.0,50.0
282090004,3.0,56.0
282090005,3.0,48.0
282090007,3.0,26.0
282090008,3.0,23.0
282090009,1.0,31.0
282090011,1.0,23.0
282090013,3.0,28.0
282091104,1.0,20.0
282091203,1.0,61.0
282095302,3.0,21.0
282100002,3.0,73.0
282100004,1.0,37.0
282100006,3.0,19.0
282100007,1.0,18.0
282100008,3.0,38.0
282101102,3.0,47.0
282101103,3.0,23.0
282101105,3.0,15.0
282105102,3.0,39.0
282105201,1.0,29.0
282110001,1.0,72.0
282110002,3.0,53.0
282110007,3.0,20.0
282110009,3.0,20.0
282110010,3.0,15.0
282115101,1.0,28.0
282120001,1.0,55.0
282120002,3.0,51.0
282120004,1.0,28.0
282124101,1.0,30.0
282124104,3.0,23.0
282130001,1.0,65.0
282130002,3.0,72.0
282130003,3.0,37.0
282130005,3.0,31.0
282130006,1.0,27.0
282134104,1.0,41.0
282134201,1.0,40.0
282140001,1.0,56.0
282140002,3.0,55.0
282140003,3.0,27.0
282140005,3.0,18.0
282140006,1.0,15.0
282145101,1.0,28.0
282150001,1.0,57.0
282150002,3.0,53.0
282150003,1.0,37.0
282150005,3.0,23.0
282150006,3.0,22.0
282160001,1.0,46.0
282160002,3.0,43.0
282160003,1.0,24.0
282160007,1.0,18.0
282165102,3.0,38.0
282170001,1.0,67.0
282170002,3.0,61.0
282170003,1.0,37.0
282170004,3.0,30.0
282170005,1.0,27.0
282170006,3.0,39.0
282170007,3.0,20.0
282170008,3.0,18.0
282170011,3.0,25.0
282175101,1.0,33.0
282175201,1.0,46.0
282180001,3.0,56.0
282180004,3.0,19.0
282190001,1.0,51.0
282190002,3.0,47.0
282190004,1.0,27.0
282190007,3.0,44.0
282210001,3.0,56.0
282220001,3.0,45.0
282220002,1.0,23.0
282220003,3.0,18.0
282230001,1.0,64.0
282230002,3.0,64.0
282230003,3.0,28.0
282240001,1.0,56.0
282240002,3.0,60.0
282240004,3.0,24.0
282240006,3.0,33.0
282244101,1.0,34.0
282244201,1.0,34.0
282250001,1.0,67.0
282250002,3.0,56.0
282250003,1.0,24.0
282260001,3.0,72.0
282260002,3.0,43.0
282260003,1.0,23.0
282260005,1.0,71.0
282270001,3.0,77.0
282270002,1.0,50.0
282270003,1.0,43.0
282270004,3.0,34.0
282270005,3.0,46.0
282275102,3.0,39.0
282280003,1.0,28.0
282280006,3.0,46.0
282280008,1.0,17.0
282290001,3.0,50.0
282290005,1.0,15.0
282293001,3.0,35.0
282410001,3.0,39.0
282410002,3.0,23.0
282410004,1.0,44.0
282410007,1.0,29.0
283010001,1.0,55.0
283010002,3.0,44.0
283010003,1.0,29.0
283010004,1.0,25.0
283010005,1.0,18.0
283015102,3.0,37.0
283020001,1.0,78.0
283020002,3.0,74.0
283020004,1.0,39.0
283020005,3.0,35.0
283021102,1.0,52.0
283021103,3.0,19.0
283021104,1.0,25.0
283021105,1.0,22.0
283023101,1.0,41.0
283024102,3.0,34.0
283030001,1.0,78.0
283030003,3.0,45.0
283030004,3.0,42.0
283030005,1.0,40.0
283030006,1.0,37.0
283030007,1.0,35.0
283030008,1.0,32.0
283030013,3.0,49.0
283032201,1.0,46.0
283032203,1.0,19.0
283032205,1.0,15.0
283034102,3.0,29.0
283034202,3.0,32.0
283040001,1.0,51.0
283040005,3.0,23.0
283050001,1.0,72.0
283050002,3.0,54.0
283050003,1.0,44.0
283050004,1.0,43.0
283050005,3.0,31.0
283050006,1.0,28.0
283050007,1.0,27.0
283050008,3.0,27.0
283050009,1.0,21.0
283053102,3.0,40.0
283053104,1.0,15.0
283053202,3.0,34.0
283055101,1.0,36.0
283055201,1.0,27.0
283060002,1.0,52.0
283070001,1.0,62.0
283070002,3.0,50.0
283070003,3.0,32.0
283070004,3.0,29.0
283070005,3.0,23.0
283070006,1.0,20.0
283080001,1.0,50.0
283080002,3.0,46.0
283080003,3.0,28.0
283080004,1.0,25.0
283080005,1.0,18.0
283085101,1.0,31.0
283085202,3.0,25.0
283090002,3.0,72.0
283090003,1.0,44.0
283090004,1.0,44.0
283090005,3.0,41.0
283090008,1.0,31.0
283090009,1.0,29.0
283093102,3.0,39.0
283093103,1.0,15.0
283093202,3.0,39.0
283093203,1.0,17.0
283100002,3.0,46.0
283100004,3.0,20.0
283110001,1.0,60.0
283110002,3.0,50.0
283110004,3.0,27.0
283110005,3.0,25.0
283110008,3.0,29.0
283115101,1.0,27.0
283120002,1.0,54.0
283120003,3.0,42.0
283120006,1.0,19.0
283130001,1.0,45.0
283130002,3.0,42.0
283130005,3.0,16.0
283140001,1.0,57.0
283140002,3.0,55.0
283140003,1.0,34.0
283140004,1.0,32.0
283140005,1.0,30.0
283140006,3.0,27.0
283140007,1.0,26.0
283140008,1.0,24.0
283140010,3.0,87.0
283144101,1.0,40.0
283145102,3.0,30.0
283145202,3.0,31.0
283145302,3.0,28.0
283150001,1.0,48.0
283150002,3.0,47.0
283150003,1.0,24.0
283150004,3.0,20.0
283150006,1.0,20.0
283150007,3.0,20.0
283160001,1.0,81.0
283160002,3.0,79.0
283160004,1.0,37.0
283160005,3.0,23.0
283165102,3.0,26.0
283170001,1.0,72.0
283170002,3.0,66.0
283170003,1.0,40.0
283170004,1.0,40.0
283170005,1.0,38.0
283170007,1.0,33.0
283170008,3.0,32.0
283170010,3.0,69.0
283170011,3.0,32.0
283170012,1.0,30.0
283173102,3.0,35.0
283174102,3.0,32.0
283174202,3.0,40.0
283174402,3.0,31.0
283180001,3.0,91.0
283180002,1.0,35.0
283180003,3.0,26.0
283190002,3.0,76.0
283190003,1.0,45.0
283190004,1.0,38.0
283190005,1.0,33.0
283190006,3.0,36.0
283190008,3.0,24.0
283191102,3.0,41.0
283200001,1.0,92.0
283200002,3.0,82.0
283200003,3.0,52.0
283200004,3.0,33.0
283200005,3.0,32.0
283200006,3.0,19.0
283200009,1.0,15.0
283205101,1.0,40.0
283210001,1.0,81.0
283210002,3.0,81.0
283210004,3.0,29.0
283210006,1.0,17.0
283220001,3.0,56.0
283220002,1.0,35.0
283220005,3.0,36.0
283220008,3.0,20.0
283230001,3.0,83.0
283230002,1.0,47.0
283230003,3.0,42.0
283230004,3.0,28.0
283231102,3.0,38.0
283231103,3.0,18.0
283235101,1.0,31.0
283240002,1.0,51.0
283240003,3.0,38.0
283240004,3.0,37.0
283240005,3.0,16.0
283242107,1.0,42.0
283250001,1.0,54.0
283250002,3.0,49.0
283250003,1.0,32.0
283250004,3.0,28.0
283250005,3.0,26.0
283250006,3.0,21.0
283250007,3.0,31.0
283255301,1.0,27.0
283260001,3.0,46.0
283260002,3.0,25.0
283260005,1.0,15.0
283270001,1.0,54.0
283270002,3.0,50.0
283270003,1.0,25.0
283270004,3.0,23.0
283270005,1.0,17.0
283270006,1.0,27.0
283280003,1.0,45.0
283280004,1.0,41.0
283280005,3.0,40.0
283280007,3.0,47.0
283280008,3.0,37.0
283283103,1.0,15.0
283283201,1.0,41.0
283283203,3.0,15.0
283290001,1.0,45.0
283290002,3.0,44.0
283290003,3.0,22.0
283290004,3.0,20.0
283290005,3.0,16.0
283295101,1.0,18.0
283300001,1.0,71.0
283300002,3.0,61.0
283300004,3.0,36.0
283300005,3.0,31.0
283300006,1.0,28.0
283300007,3.0,26.0
283300008,3.0,23.0
283300010,3.0,20.0
283303101,1.0,40.0
283305101,1.0,35.0
283305201,1.0,31.0
283305301,1.0,28.0
284010002,3.0,60.0
284010004,1.0,33.0
284010005,3.0,29.0
284010006,1.0,26.0
284010007,1.0,40.0
284010008,3.0,24.0
284013105,3.0,17.0
284015101,1.0,32.0
284015202,3.0,23.0
284020002,3.0,26.0
284020004,3.0,47.0
284020008,1.0,17.0
284025101,1.0,43.0
284030001,1.0,61.0
284030002,3.0,54.0
284030003,3.0,38.0
284030004,3.0,36.0
284030005,3.0,32.0
284030006,3.0,31.0
284030007,1.0,28.0
284030008,3.0,23.0
284030009,1.0,22.0
284030010,1.0,15.0
284030012,3.0,22.0
284032108,1.0,39.0
284035101,1.0,42.0
284035201,1.0,34.0
284035301,1.0,26.0
284040001,3.0,76.0
284040002,3.0,47.0
284040004,3.0,36.0
284045101,1.0,39.0
284050001,3.0,79.0
284050004,1.0,35.0
284050013,3.0,26.0
284053101,1.0,37.0
284060002,3.0,54.0
284070001,3.0,76.0
284070003,3.0,26.0
284070005,3.0,51.0
284070006,3.0,21.0
284070007,3.0,20.0
284070008,3.0,47.0
284070009,3.0,17.0
284074101,1.0,54.0
284075101,1.0,43.0
284075201,1.0,38.0
284075301,1.0,39.0
284080002,3.0,50.0
284080005,3.0,26.0
284080007,3.0,23.0
284090001,1.0,51.0
284090002,3.0,39.0
284090003,3.0,21.0
284090004,1.0,17.0
284100003,3.0,49.0
284100011,1.0,70.0
284110002,3.0,49.0
284110003,1.0,24.0
284110007,1.0,39.0
284110008,1.0,42.0
284110009,3.0,33.0
284110010,3.0,24.0
284114101,1.0,51.0
284114103,3.0,18.0
284114104,1.0,25.0
284120001,3.0,58.0
284120002,1.0,38.0
284120005,3.0,32.0
284120009,1.0,54.0
284130001,1.0,57.0
284130002,3.0,58.0
284130005,3.0,31.0
284130006,3.0,21.0
284134101,1.0,37.0
284140001,3.0,55.0
284140002,1.0,35.0
284140003,1.0,30.0
284145102,3.0,25.0
284145202,3.0,27.0
284150002,3.0,79.0
284150003,1.0,33.0
284150004,3.0,44.0
284160004,3.0,53.0
284160005,3.0,47.0
284160009,3.0,49.0
284160010,3.0,32.0
284170001,1.0,81.0
284170002,3.0,76.0
284170003,3.0,35.0
284170007,1.0,22.0
284170008,1.0,19.0
284175101,1.0,50.0
284180001,1.0,76.0
284180002,3.0,61.0
284180009,3.0,50.0
284190003,3.0,44.0
284200002,3.0,69.0
284200003,3.0,46.0
284200006,1.0,36.0
284201105,1.0,19.0
284201109,1.0,49.0
284210001,1.0,53.0
284210003,1.0,26.0
284210004,1.0,23.0
284210008,3.0,31.0
284210009,3.0,19.0
284213103,1.0,15.0
284220001,1.0,67.0
284220002,3.0,72.0
284220003,3.0,35.0
284220004,1.0,18.0
284220005,3.0,18.0
284220006,1.0,17.0
284224104,1.0,16.0
284230001,1.0,53.0
284230002,3.0,51.0
284230003,3.0,32.0
284230004,3.0,30.0
284230005,3.0,26.0
284230006,3.0,17.0
284234201,1.0,38.0
284240001,3.0,44.0
284240002,1.0,23.0
284240004,3.0,30.0
284240007,1.0,49.0
284240009,3.0,37.0
284240012,1.0,24.0
284241104,3.0,16.0
284245101,1.0,45.0
284250001,1.0,47.0
284250002,3.0,42.0
284250005,3.0,19.0
284255101,1.0,21.0
284270004,1.0,55.0
284270005,3.0,55.0
284270006,3.0,18.0
284270010,3.0,20.0
284280002,3.0,81.0
284280004,3.0,36.0
284280005,3.0,35.0
284290001,1.0,49.0
284290002,3.0,50.0
284290003,1.0,25.0
284290004,3.0,19.0
284294102,3.0,23.0
285010002,3.0,46.0
285010005,1.0,37.0
285020001,1.0,56.0
285020002,3.0,56.0
285020004,3.0,31.0
285020005,1.0,29.0
285020006,3.0,34.0
285022101,1.0,41.0
285022103,3.0,16.0
285024101,1.0,35.0
285024202,3.0,25.0
285030001,1.0,47.0
285030002,3.0,47.0
285030003,1.0,26.0
285030004,1.0,21.0
285040001,3.0,52.0
285040002,1.0,33.0
285040003,3.0,31.0
285040004,3.0,30.0
285040005,1.0,55.0
285044103,1.0,38.0
285045102,3.0,31.0
285050001,1.0,46.0
285050004,1.0,34.0
285050005,3.0,46.0
285050010,3.0,28.0
285053104,1.0,19.0
285054102,3.0,30.0
285060002,3.0,60.0
285060003,1.0,38.0
285060004,3.0,33.0
285060005,3.0,31.0
285060006,1.0,25.0
285064202,3.0,42.0
285064301,1.0,31.0
285070001,3.0,61.0
285070002,3.0,41.0
285070006,1.0,66.0
285080002,3.0,84.0
285080003,1.0,44.0
285083102,3.0,41.0
285083103,3.0,19.0
285100002,1.0,39.0
285100003,1.0,37.0
